priority_class	priority_score	ingredient_id	ingredient_name	evidence_count	reference_count	clinical_trial_count	meta_analysis_count	matched_terms	pubchem_id	inchikey	lincs_mapping_key	cas_id	drugbank_id	identifier_status	review_note	top_evidence_titles
secondary_literature_supported	6.0	HBIN037940	Oleanolic acid	1	1	0	0	enteritis	10494	MIJYXULNPSFWEK-GTOFXWBISA-N	MIJYXULNPSFWEK-GTOFXWBISA-N	508-02-1	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Oleanolic acid enhances tight junctions and ameliorates inflammation in Salmonella typhimurium-induced diarrhea in mice via the TLR4/NF-κB and MAPK pathway
secondary_literature_supported	6.0	HBIN040152	Pit	1	1	0	0	colitis	124333	MMPTYEXNPWSTOR-UHFFFAOYSA-N	MMPTYEXNPWSTOR-UHFFFAOYSA-N	4339-71-3	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Albumin Nano-Encapsulation of Piceatannol Enhances Its Anticancer Potential in Colon Cancer Via Downregulation of Nuclear p65 and HIF-1α
secondary_literature_supported	6.0	HBIN041663	Quercetin,3-o-rutinoside	1	1	0	0	colitis	5280805	IKGXIBQEEMLURG-NVPNHPEKSA-N	IKGXIBQEEMLURG-NVPNHPEKSA-N	56764-99-9; 6764-99-9	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Rutin prevents inflammation-associated colon damage via inhibiting the p38/MAPKAPK2 and PI3K/Akt/GSK3β/NF-κB signalling axes and enhancing splenic Tregs in DSS-induced murine chronic colitis
secondary_literature_supported	6.0	HBIN043437	Scoparone	1	1	0	0	enteritis	8417	GUAFOGOEJLSQBT-UHFFFAOYSA-N	GUAFOGOEJLSQBT-UHFFFAOYSA-N	120-08-1	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Scoparone suppresses mitophagy-mediated NLRP3 inflammasome activation in inflammatory diseases
secondary_literature_supported	6.0	HBIN044111	Sinomenine	1	1	0	0	colitis	5459308	INYYVPJSBIVGPH-QHRIQVFBSA-N	INYYVPJSBIVGPH-QHRIQVFBSA-N	115-53-7	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Sinomenine Ameliorates Colitis-Associated Cancer by Modulating Lipid Metabolism via Enhancing CPT1A Expression
secondary_literature_supported	6.0	HBIN047656	Uvaol	1	1	0	0	colitis	92802	XUARCIYIVXVTAE-ZAPOICBTSA-N	XUARCIYIVXVTAE-ZAPOICBTSA-N	545-46-0	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Anti-inflammatory properties of uvaol on DSS-induced colitis and LPS-stimulated macrophages
background_or_control	6.0	HBIN047879	Vetol	1	0	0	1	inflammatory bowel disease	8369	XPCTZQVDEJYUGT-UHFFFAOYSA-N	XPCTZQVDEJYUGT-UHFFFAOYSA-N	118-71-8	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Therapeutic use of ferric maltol in patients with iron deficiency anaemia: a systematic review.
deprioritize_low_tcm_specificity_or_conventional	4.0	HBIN019351	Calcium	3	0	0	3	colitis;crohn;inflammatory bowel disease;ulcerative colitis	5460341	OYPRJOBELJOOCE-UHFFFAOYSA-N	OYPRJOBELJOOCE-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Examining the relationship between calcium consumption and abdominal adiposity in adults: a systematic review || Utility of coronary calcium scoring in connective tissue disorders for the evaluation of subclinical coronary atherosclerosis – a systematic review || Enteral calcium and phosphorous supplementation in preterm or low birth weight infants
background_or_control	4.0	HBIN029056	Heparin	2	0	0	2	colitis	25244225	OHJKXVLJWUPWQG-IUYNYSEKSA-J	OHJKXVLJWUPWQG-IUYNYSEKSA-J	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Heparin for the prevention of intraventricular hemorrhage in very preterm infants [Cochrane Protocol] || Heparin for the treatment of thrombosis in preterm and term neonates [Cochrane Protocol]
background_or_control	4.0	HBIN032674	L(+ )-arginine	2	0	0	2	colitis	6322	ODKSFYDXXFIFQN-BYPYZUCNSA-N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	L-arginine and L-citrulline for the prevention and treatment of pre-eclampsia: a systematic review and meta-analysis of individual patient data || Effects of arginine supplementation on post-operative parenteral nutrition dependent days in neonates
background_or_control	4.0	HBIN034212	Magnesium sulfate	2	0	0	2	colitis	24083	CSNNHWWHGAXBCP-UHFFFAOYSA-L	CSNNHWWHGAXBCP-UHFFFAOYSA-L	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Antenatal magnesium sulfate and gastrointestinal complications in preterm infants – A systematic review and meta-analysis || Perinatal and maternal effects of different magnesium sulfate protocols as fetal neuroprotection in preterm delivery. A systematic review.
deprioritize_low_tcm_specificity_or_conventional	4.0	HBIN044721	Starch	5	0	0	5	colitis;crohn;inflammatory bowel disease;ulcerative colitis	439341	GUBGYTABKSRVRQ-ASMJPISFSA-N	GUBGYTABKSRVRQ-ASMJPISFSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Effects of resistant starch intake on glucose metabolism, a systematic review and meta-analysis of randomized controlled trials || Effects of resistant starch intake on inflammation markers, a systematic review and meta-analysis of randomized controlled trials || The effects of resistant starch on individuals with inflammatory bowel disease: a systematic review and meta-analysis || The effects of resistant starches within in-vivo models of inflammatory bowel disease: A systematic review and meta-analysis || Tolerability of resistant starch in pediatrics and adolescents: a protocol for a systematic review and meta-analysis of randomized controlled trials
background_or_control	4.0	HBIN047763	Vasopressin	2	0	0	2	colitis	53477739	BJFIDCADFRDPIO-ZCCHBGLBSA-N	BJFIDCADFRDPIO-ZCCHBGLBSA-N	NA	DB00067	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Efficacy and Safety of Vasopressin and Terlipressin in Preterm Neonates: A Protocol for a Systematic Review  || Treatment of preterm neonates with probable transitional circulatory shock: A systematic review, network meta-analysis and clinical practice guidelines.
deprioritize_low_tcm_specificity_or_conventional	4.0	HBIN048044	Vitamin b5	2	1	1	0	colitis;inflammatory bowel disease	6613	GHOKWGTUZJEAQD-ZETCQYMHSA-N	GHOKWGTUZJEAQD-ZETCQYMHSA-N	NA	DB01783	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Clinical Study of Vitamin B5 in Adjuvant Treatment of IBD || Vitamin B5 rewires Th17 cell metabolism via impeding PKM2 nuclear translocation
background_or_control	3.0	HBIN037286	(-)-noradrenaline	1	0	0	1	colitis	439260	SFLSHLFXELFNJZ-QMMMGPOBSA-N	SFLSHLFXELFNJZ-QMMMGPOBSA-N	51-41-2	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Treatment of preterm neonates with probable transitional circulatory shock: A systematic review, network meta-analysis and clinical practice guidelines.
background_or_control	3.0	HBIN014467	Acetylcholine	1	0	0	1	colitis	187	OIPILFWXSMYKGL-UHFFFAOYSA-N	OIPILFWXSMYKGL-UHFFFAOYSA-N	51-84-3	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Role of alpha7 nicotinic acetylcholine receptor subunit on modulation of energy homeostasis in peripheral tissues: a systematic review
background_or_control	3.0	HBIN014742	Adrenaline	1	0	0	1	colitis	5816	UCTWMZQNUQWSLP-VIFPVBQESA-N	UCTWMZQNUQWSLP-VIFPVBQESA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Timing, route and dose of epinephrine (adrenaline)
background_or_control	3.0	HBIN018129	Beta-glucan	1	0	0	1	colitis	439262	FYGDTMLNYKFZSV-URKRLVJHSA-N	FYGDTMLNYKFZSV-URKRLVJHSA-N	9051-97-2	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	The effect of β-glucan on Colitis: A systematic review and meta-analysis of animal studies
background_or_control	3.0	HBIN018632	Bismuth	1	0	0	1	colitis	5359367	JCXGWMGPZLAOME-UHFFFAOYSA-N	JCXGWMGPZLAOME-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Clinical response of biologics, immunomodulators and bismuth subsalicylate in microscopic colitis: a systematic review and meta-analysis
background_or_control	3.0	HBIN018634	Bismuth subsalicylate	1	0	0	1	colitis	16682734	QBWLKDFBINPHFT-UHFFFAOYSA-L	QBWLKDFBINPHFT-UHFFFAOYSA-L	NA	DB01294	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Clinical response of biologics, immunomodulators and bismuth subsalicylate in microscopic colitis: a systematic review and meta-analysis
background_or_control	3.0	HBIN026006	Etoposide	1	0	0	1	proctitis	36462	VJJPUSNTGOMMGY-MRVIYFEKSA-N	VJJPUSNTGOMMGY-MRVIYFEKSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Oral etoposide for treatment and/or maintenance treatment of recurrent epithelial ovarian cancer [Cochrane protocol]
background_or_control	3.0	HBIN029438	Histamine	1	0	0	1	colitis	774	NTYJJOPFIAHURM-UHFFFAOYSA-N	NTYJJOPFIAHURM-UHFFFAOYSA-N	51-45-6	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Is histamine-2 receptor antagonists use a risk factor for infection, necrotizing enterocolitis and mortality in neonates?
background_or_control	3.0	HBIN029981	Ifp	1	0	0	1	colitis	753	PEDCQBHIVMGVHV-UHFFFAOYSA-N	PEDCQBHIVMGVHV-UHFFFAOYSA-N	8043-29-6	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Glycerin Enemas and Suppositories in Premature Infants: A Systematic Review and Meta-analysis
background_or_control	3.0	HBIN033433	L-lysine	1	0	0	1	colitis	5962	KDXKERNSBIXSRK-YFKPBYRVSA-N	KDXKERNSBIXSRK-YFKPBYRVSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Comparative effectiveness and safety of intravenous ibuprofen lysine salt versus ibuprofen tromethamine salt for patent ductus arteriosus closure in preterm infants: A systematic review and network meta-analysis.
background_or_control	3.0	HBIN033793	Lutein	1	0	0	1	colitis	5281243	KBPHJBAIARWVSC-RGZFRNHPSA-N	KBPHJBAIARWVSC-RGZFRNHPSA-N	127-40-2	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Lutein and zeaxanthin for reducing morbidity and mortality in preterm infants [Cochrane Protocol]
background_or_control	3.0	HBIN035482	Mg	1	0	0	1	colitis	5462224	FYYHWMGAXLPEAU-UHFFFAOYSA-N	FYYHWMGAXLPEAU-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Different treatment regimens for magnesium sulphate for tocolysis in women in preterm labour for improving health outcomes [Cochrane Protocol]
background_or_control	3.0	HBIN035536	Milrinone	1	0	0	1	colitis	4197	PZRHRDRVRGEVNW-UHFFFAOYSA-N	PZRHRDRVRGEVNW-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Treatment of preterm neonates with probable transitional circulatory shock: A systematic review, network meta-analysis and clinical practice guidelines.
background_or_control	3.0	HBIN036913	Nifedipine	1	0	0	1	colitis	4485	HYIMSNHJOBLJNT-UHFFFAOYSA-N	HYIMSNHJOBLJNT-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Nifedipine versus atosiban in treatment of threatened preterm labor: an individual participant data meta-analysis
background_or_control	3.0	HBIN044244	Sodium	1	0	0	1	colitis	5360545	KEAYESYHFKHZAL-UHFFFAOYSA-N	KEAYESYHFKHZAL-UHFFFAOYSA-N	7440-23-5	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Higher versus lower sodium intake for preterm infants [Cochrane protocol]
deprioritize_low_tcm_specificity_or_conventional	3.0	HBIN048047	Vitamin c	2	0	0	2	colitis;crohn;inflammatory bowel disease;ulcerative colitis	54670067	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	50-81-7	DB00126	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Common genetic polymorphism in Vitamin C related genes and their effects on ascorbic acid serum levels in healthy adults. || Effect of vitamin C on inflammatory markers in chronic inflammatory diseases: a systematic review and meta-analysis
background_or_control	3.0	HBIN048861	Zeaxanthin	1	0	0	1	colitis	5280899	JKQXZKUSFCKOGQ-QAYBQHTQSA-N	JKQXZKUSFCKOGQ-QAYBQHTQSA-N	144-68-3	DB11176	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Lutein and zeaxanthin for reducing morbidity and mortality in preterm infants [Cochrane Protocol]
background_or_control	3.0	HBIN048862	Zeaxanthine	1	0	0	1	colitis	5280899	JKQXZKUSFCKOGQ-QAYBQHTQSA-N	JKQXZKUSFCKOGQ-QAYBQHTQSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Lutein and zeaxanthin for reducing morbidity and mortality in preterm infants [Cochrane Protocol]
deprioritize_low_tcm_specificity_or_conventional	2.0	HBIN048049	Vitamin d2	1	0	0	1	colitis;crohn;inflammatory bowel disease;ulcerative colitis	5280793	MECHNRXZTMCUDQ-RKHKHRCZSA-N	MECHNRXZTMCUDQ-RKHKHRCZSA-N	NA	DB00153	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Does Vitamin D Supplementation Benefit Inflammatory Bowel Disease? An Umbrella Review of the Evidence
deprioritize_low_tcm_specificity_or_conventional	2.0	HBIN048145	Vitamin e	3	0	1	2	inflammatory bowel disease;proctitis	14985	GVJHHUAWPYXKBD-IEOSBIPESA-N	GVJHHUAWPYXKBD-IEOSBIPESA-N	1406-18-4	DB00163; DB11251	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Thiamin Against Robust IBD Fatigue || Pentoxifylline and vitamin E alone or in combination for preventing and treating side effects of radiation therapy and concomitant chemoradiotherapy [Cochrane Protocol] || Pentoxifylline and vitamin E alone or in combination for preventing and treating side effects of radiation therapy and concomitant chemoradiotherapy [Cochrane protocol]
hold_missing_identifier	1.0	HBIN016387	Antithrombin	1	0	0	1	colitis	NA	NA	NA	NA	NA	missing_core_chemical_id	do not use as primary TCM candidate without special rationale	Antithrombin for the prevention of intraventricular hemorrhage in very preterm infants [Cochrane Protocol]
deprioritize_low_tcm_specificity_or_conventional	0.0	HBIN010825	4-pregnene-17α,20β,21-triol-3,11-dione	4	0	1	3	colitis;proctitis	5754	JYGXADMDTFJGBT-VWUMJDOOSA-N	JYGXADMDTFJGBT-VWUMJDOOSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Phase 3 Study to Evaluate the Safety and Efficacy of Hydrocortisone Acetate Suppositories || Efficacy and safety of systemic hydrocortisone for the prevention of chronic lung disease: a systematic review and meta-analysis || Efficacy and safety of low-dose versus high-dose hydrocortisone to treat hypotension in neonates || Efficacy and safety of systemic hydrocortisone for the prevention of bronchopulmonary dysplasia in preterm infants: a systematic review and meta-analysis
deprioritize_low_tcm_specificity_or_conventional	0.0	HBIN019307	Caffeine	6	0	1	5	colitis	2519	RYYVLZVUVIJVGH-UHFFFAOYSA-N	RYYVLZVUVIJVGH-UHFFFAOYSA-N	71701-02-5	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	the Incidence of Necrotizing Enterocolitis in Preterm With Respiratory Distress Syndrome Undergoing Caffeine Therapy || Optimizing caffeine use and risk of bronchopulmonary dysplasia in preterm infants: a systematic review, meta-analysis and application of GRADE methodology || High versus low dose caffeine in preterm infants: a systematic review and meta-analysis || Early versus late caffeine to improve morbidity and mortality in preterm infants: a systematic review || Maternal antenatal methylxanthine (including caffeine) treatment for improving preterm outcomes [Cochrane protocol]
deprioritize_low_tcm_specificity_or_conventional	0.0	HBIN023203	Delta-d	1	0	1	0	inflammatory bowel disease	5280795	QYSXJUFSXHHAJI-YRZJJWOYSA-N	QYSXJUFSXHHAJI-YRZJJWOYSA-N	67-97-0	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Cholecalciferol Comedication in IBD - the 5C-study
deprioritize_low_tcm_specificity_or_conventional	-1.0	HBIN048066	Vitamin-g	1	0	1	0	crohn	493570	AUNGANRZJHBGPY-SCRDCRAPSA-N	AUNGANRZJHBGPY-SCRDCRAPSA-N	83-88-5	DB00140	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	The Effect of Riboflavin in Crohn's Disease
deprioritize_low_tcm_specificity_or_conventional	-2.0	HBIN048040	Vitamin b12	3	0	0	3	inflammatory bowel disease	5311498	FDJOLVPMNUYSCM-WZHZPDAFSA-L	FDJOLVPMNUYSCM-WZHZPDAFSA-L	NA	DB00115	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Vitamin B12 supplementation in women of reproductive age || Vitamin B12 and neural tube defects. || Vitamin B12 interventions and metabolic health outcomes in adults
deprioritize_low_tcm_specificity_or_conventional	-3.0	HBIN038043	Oleovitamin a	1	0	1	0	colitis	445354	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Effect of Vitamin A in the Treatment of Neonatal Sepsis and Necrotizing Enterocolitis
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN019684	Caproate	3	0	0	3	colitis	4398339	FUZZWVXGSFPDMH-UHFFFAOYSA-M	FUZZWVXGSFPDMH-UHFFFAOYSA-M	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	17-alpha-hydroxyprogesterone caproate for maintenance tocolysis: a meta-analysis of randomized trials || Adjuvant administration of 17-hydroxyprogesterone caproate in women with history-indicated cerclage compared to cerclage alone: a systematic review and meta-analysis || Adjuvant administration of 17-hydroxyprogesterone caproate in women with ultrasound-indicated cerclage compared to cerclage alone: a systematic review and meta-analysis
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN030127	Indomethacin	3	0	0	3	colitis	3715	CGIGDMFJXJATDK-UHFFFAOYSA-N	CGIGDMFJXJATDK-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Systematic review and network meta-analysis of IV indomethacin versus IV Ibuprofen versus oral Ibuprofen versus oral acetaminophen versus placebo for treatment of symptomatic patent ductus arteriosus in preterm infants || Association between use of indomethacin, ibuprofen and acetaminophen with spontaneous intestinal perforation in preterm infants <37 weeks gestational and birth weight < 2.5 kg: a systematic review and meta-analysis || A systematic literature review of meta-analyses for the treatment of patent ductus arteriosus (PDA) with ibuprofen, paracetamol/acetaminophen, or indomethacin
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN040799	Progesterone	19	0	0	19	colitis	5994	RJKFOVLPORLFTN-LEKSSAKUSA-N	RJKFOVLPORLFTN-LEKSSAKUSA-N	257630-50-5	DB00396	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Combinations of progesterone, cerclage and/or pessary for primary prevention of preterm birth: a systematic review and meta-analysis || The effect of vaginal progesterone on preventing preterm birth and target population which would benefit: a meta-analysis || A systematic review and meta-analysis of the effectiveness of combined progesterone and cervical cerclage in preventing preterm birth || Oral progesterone for the prevention of recurrent preterm birth: a systematic review and meta-analysis || Progesterone, cerclage and pessary for primary prevention of preterm birth: a systematic review and network meta-analysis
deprioritize_low_tcm_specificity_or_conventional	-5.0	HBIN045705	Taxol	3	0	0	3	proctitis	36314	RCINICONZNJXQF-MZXODVADSA-N	RCINICONZNJXQF-MZXODVADSA-N	33069-62-4	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Weekly versus tri-weekly paclitaxel with carboplatin for first-line treatment in women with ovarian cancer [Cochrane Protocol] || Weekly versus tri-weekly paclitaxel with carboplatin for first-line treatment in women with ovarian cancer [Cochrane protocol] || Dose-dense paclitaxel as first-line treatment for advanced epithelial ovarian cancer
